,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,Cerebral_Cortex,Basal_Ganglia,Hypothalmus,Thalmus,Midbrain,Dopaminergiczna,Serotoninergiczna,Noradrenergiczna,GABA,SLITRK,all_neurotransmitters,Gutaminian,Serotonina_Kannabinoidy,Dopamina_Acetylocholina,geny_GTS,Synapsy,Tryptofan,Ligand_receptor,calcium,androgenowy,addiction
1,0.6708147803802247,0.7168368888795273,0.2944481005981919,0.8256370228523174,0.4410119413641924,0.2164850983214534,0.39391128159986344,0.09475004709962802,0.023229872806479805,0.40846640674898016,0.21733557645480703,0.8017176448041692,0.10099022963229952,0.2479389782925463,0.46466802867457513,0.5617058519591214,0.9144880303186128,0.014515853941438476,0.11067064929977027,0.5305256345557436,0.07212116821232717
2,0.590877452314323,0.6630685181007154,0.9419669154115095,0.8453959810074898,0.004621560517470605,0.07462865837277784,0.06350704175476739,0.5510476054252794,0.0734026404922554,0.21968370585528382,0.004239822255835854,0.06119149346595625,0.026522459980516888,0.022319589268509247,0.24740346202210428,0.002493761864175915,0.9061262593840894,4.5365390648835154e-06,0.0049847684809844785,0.15709326714835647,0.0016646492828673708
3,0.19221484468155486,0.8879123749356086,0.17877106486244665,0.5692445912242436,0.00319446649734816,0.3698692454808502,0.12399578588479741,0.0023046077415359583,0.6545667273590818,0.7138648200199338,0.020461911048508356,0.02501013668650194,0.37829381087985225,0.14282174843017667,0.6834050013728982,0.0009127584821406958,0.7712273722101771,0.0010809600166122757,0.08616337279855107,0.2655414031642979,0.0637461689257033
4,610.7419189189188,4481.445999999999,474.0071351351351,1238.0641621621623,1440.280054054054,3460.0636486486483,3414.4366756756754,1221.4502702702703,18760.57621621622,14608.190837837838,24671.043297297296,13189.490054054055,3529.145432432432,10587.665297297297,11892.262324324325,43623.080729729736,6964.334918918919,27925.736594594597,39439.55037837838,9578.067594594595,8999.902000000002
5,110.45445174452053,296.63428204176313,73.07610190500303,165.36927937203984,144.7420476219017,268.1628914916208,205.01588229538297,139.36594425015664,582.4360186159013,728.5908024611997,693.7860226402416,532.2923114467226,216.8614705537431,328.9168375683112,701.6939456463618,1069.6116261961529,326.4313777938613,812.9362686070336,899.5646241527024,419.69389071846547,412.17381113947965
6,622.8641428571428,4506.087061224489,473.04660204081625,1231.5820204081633,1358.42243877551,3553.2885510204087,3503.318306122449,1237.8597959183674,18979.497612244897,14769.6576122449,25057.714122448986,13386.62336734694,3642.021275510204,10762.424591836734,12041.820744897961,44234.11622448979,6955.118193877551,28644.54469387755,39937.26759183673,9703.513326530612,9257.879795918368
7,117.6452577735807,287.85214289988784,65.61999462330088,172.6256704544742,146.68252546168435,266.4023122740139,257.6240635214304,141.91942847996816,639.0531611658254,651.5453768616338,679.6497434220656,538.8817711340768,272.986025367405,409.19473474460887,646.6660817552911,1000.0630450303408,426.13112476459133,757.6901582732689,895.4353593682553,465.620393196173,413.8962763892136
8,601.78305,4500.54921,460.8129,1244.3503699999999,1419.2651999999998,3520.4809700000005,3450.3841299999995,1173.0974800000001,19018.500139999996,14731.81885,24832.999579999996,13215.156470000002,3608.4973000000005,10675.951349999998,12000.037640000004,43741.74472999999,6972.244730000001,28290.057790000006,39717.336610000006,9631.16652,9146.780810000002
9,107.76821707965433,261.08992345604946,61.269054182596946,139.4745886346796,138.6060685237122,244.34749485089682,221.03279775914046,151.39338843433555,578.5136298939557,783.6353488593451,666.6637896455936,523.9560484883339,258.4315194704199,413.55142048184024,778.1181101469432,1045.7915510729265,397.07686930849655,738.0567904435577,889.8098833689793,441.3598800345468,420.18341166901627
