,0,1,2,3,4,5,6,7,8,9
0,ABAT,0.8361868837933603,0.25143968808879846,0.05633651250919965,352.516891891892,61.01115310037145,364.25437755102035,48.78087197041677,350.30135,52.8437351941316
1,ALDH5A1,0.6461265530474861,0.5865710267659787,0.9149947420651947,63.33262162162161,23.331242620898024,65.99042857142858,25.708920631975673,65.59505,26.07408007365744
2,ARHGEF11,0.9679756548408087,0.10653117291053489,0.02647606200538205,152.87913513513513,33.00031677748217,165.35987755102042,41.70284326411735,153.14504,34.50402752923781
3,CNR1,0.02372283927187535,0.42969266618119684,0.032939324947735577,19.211702702702702,15.92089520752246,21.69181632653061,16.17486410083713,26.937080000000005,17.946239269930622
4,DBI,0.5203141853026141,0.5837811946038685,0.9047478598258438,49.95105405405407,28.89634927464859,52.98554081632655,28.24055478879525,53.465510000000016,27.839368133452673
5,DLX5,0.41163089563263144,0.5720311467830257,0.06358986679315637,15.127243243243242,3.033942528321367,15.454122448979591,2.9432402187056095,14.568869999999997,3.6542302955752533
6,DRD5,0.33553629048659017,0.08640786668748651,0.22325590675022794,13.965324324324325,7.40008444821812,11.78286734693878,6.124395088226175,12.810160000000003,5.6413382893068915
7,ERBB4,0.4427436065600663,0.5959109760758171,0.08618862043549187,2523.7666756756767,207.45646485207905,2501.9065204081635,213.0658641696793,2561.07637,264.0331466861186
8,GABARAP,,,,0.0,0.0,0.0,0.0,0.0,0.0
9,GABARAPL1,0.907276342107023,0.8431884575364598,0.922055988899524,12.36183783783784,3.7382806100732164,12.473693877551018,2.516620723405241,12.434800000000001,3.0137502484446186
10,GABARAPL3,0.456660331070468,0.30404311645095294,0.6119748720408977,2.3921081081081086,2.481955525700628,1.9353061224489798,2.1952434777712493,2.0862600000000002,1.95982
11,GABBR2,0.8115444910730633,0.12510548209220013,0.0807653959977711,795.430891891892,118.01046148994334,832.9495510204083,127.60141530084219,801.1649599999998,125.90195627844072
12,GABRA1,0.7840107850794351,0.624251955802821,0.7933488382223319,110.69010810810809,36.728376387234526,113.8673469387755,31.89349673526066,112.60063,35.570003173644785
13,GABRA2,0.0243205644035626,0.06917758578397629,0.7587360511799739,160.21283783783778,35.45049003855521,175.92365306122446,46.96926974903041,177.8709199999999,41.55103606353996
14,GABRA4,0.05547705560252447,0.06293142835753877,0.8740940148572174,24.070459459459464,15.635755850137636,18.13987755102041,16.499252413654872,18.49291,14.610641799794424
15,GABRA5,0.6881062599832204,0.9748482201236603,0.5579259798457428,249.4408108108108,40.82806123829199,249.17361224489795,44.48502384353469,253.09586999999996,48.91766352528604
16,GABRA6,0.49141967301065603,0.708649990548675,0.6667172747818082,272.2030000000001,61.99661489015217,267.84748979591836,58.99270544170296,264.2170100000001,58.84544374758254
17,GABRB1,0.2459809213631828,0.9269751315560524,0.14159286671772278,813.5668648648647,112.77165896005677,815.4891836734693,105.70595312366561,837.5708499999996,103.76408030097643
18,GABRB2,0.1308510328726123,0.917606784800674,0.06858306732221302,127.01235135135134,14.078561837669811,127.34016326530612,17.023813707774707,131.77191000000002,16.85687314070732
19,GABRB3,0.5069138099900529,0.36830025554052503,0.8172732541120614,772.3348108108106,67.51816271230499,784.434551020408,69.48052315167953,782.0004999999996,77.49862292473333
20,GABRD,0.25160169629015805,0.08061800156659275,0.39280669172303506,58.80427027027028,25.951150580802665,67.67255102040816,25.89745791682109,64.52692,25.523835512587056
21,GABRG1,0.04079760085842866,0.10928029026707191,0.49983313587438816,80.34583783783785,46.75300930711306,66.7113469387755,42.21037865364057,62.57197,43.48867225208308
22,GABRG2,0.6149027820157089,0.46376191826445845,0.0805110295832527,56.7411081081081,11.968344528173867,55.27695918367347,9.521102471018791,57.82351,10.723457535230882
23,GABRG3,0.42568446719683994,0.2789489904993928,0.6781915468702348,508.20075675675673,99.51485205421982,530.2791530612244,106.28188671270027,524.0553199999999,103.39782977005653
24,GABRP,0.32348175012406566,0.3628991925725934,0.9422770372492058,104.30491891891891,34.82259709439879,111.31026530612245,41.088383005307435,111.73009,39.97943099922633
25,GABRR1,0.7351248041256081,0.2655656206393815,0.28187882454674673,163.9988918918919,39.21167070324426,155.0661224489796,41.78988321847259,161.37892,40.10809359360776
26,GABRR2,0.7633110599877305,0.04788454826350736,0.0018483147356486117,47.15516216216217,20.45685256300476,54.10294897959184,16.831417405707462,46.02360000000001,18.918138147291348
27,GABRR3,0.2879118902461655,0.6139651579302424,0.4319249163205229,160.1061891891892,45.70078027888958,164.5260408163265,44.68701969912708,169.64482,46.275852169004956
28,GAD1,0.06653603558995673,0.5050552364998757,0.11400064891288232,146.77340540540538,57.625085355138495,153.76070408163264,52.25071954513029,165.25737999999998,49.112215718246716
29,GAD2,0.986836624029664,0.5616550199574087,0.4340078264568108,47.430540540540534,38.38723528451739,51.71963265306124,37.74143578008934,47.30125,41.0548230624308
30,GPHN,0.19954499235623582,0.7157930561950423,0.17629137751161864,21.19008108108108,15.241337015513201,22.218255102040814,14.204165311274894,25.172719999999998,16.18695691541804
31,GPR156,0.5506105213985442,0.9376935536197779,0.47299746182539304,293.72978378378383,65.27750901536106,292.76338775510203,62.78141417057924,286.22567,64.48269384804809
32,GPR158,0.4397115613893309,0.34689368592384073,0.7679774333591431,784.587837837838,202.09850983235924,821.2009489795921,198.5347810809601,813.1034700000002,185.07199106090877
33,GPRC5B,0.7684842350383884,0.8856652896227377,0.8534893801576637,54.09835135135135,33.12454073212774,54.98006122448981,30.839474904810146,55.74578,27.045533774573578
34,GPRC5C,0.48251368283151375,0.5782916270932257,0.12341826400731973,0.5084594594594595,2.871243619763419,0.918734693877551,4.080014432124886,0.24674,1.4091269681614924
35,GPRC5D,0.2643159765059926,0.1589275052510613,0.5016273186145256,49.92556756756756,7.670792761950094,47.453581632653055,9.422177290647703,48.27466,7.570882716328392
36,GRIK1,0.8076987376637907,0.8803110205191678,0.6166551271185248,436.68464864864865,53.893465271131035,434.7066428571429,71.89945375672409,439.4401099999999,59.83170807805757
37,GRM5,0.6544605118795039,0.4186215990756983,0.6722192690742088,683.7469729729729,42.7084746989094,690.4924795918366,42.79047270635443,687.75917,47.34963763431676
38,HAP1,0.4179433001377618,0.1919150279978619,0.542761175685696,138.43191891891888,60.31213701770212,151.77308163265306,48.96995061565264,147.26197,54.410094214484694
39,HSD17B10,,,,0.0,0.0,0.0,0.0,0.0,0.0
40,IL11,0.2982157102332941,0.528469119698133,0.6412612057160142,8.581351351351351,5.448454063985769,7.890836734693877,5.683820287005658,7.53148,5.085926469149943
41,IL11RA,0.07414499265827262,0.7467074935581457,0.06525871416979533,23.28229729729729,6.244910930768824,22.82441836734694,7.63092728861653,20.86418,7.168948793763279
42,IL1R1,0.20959710254907876,0.9891775840126404,0.09134042889793755,212.1970810810811,112.98269544453413,212.48089795918372,105.25903760262302,236.97777000000002,96.7690826639227
43,IL1RN,0.0037843841429757033,0.001353817722617841,0.582018177653379,90.18324324324325,15.383479774350784,99.51667346938775,14.38680637490086,98.39893000000002,13.994715352771562
44,INMT,0.049021574860145814,0.179638196494391,0.3147957695820668,130.17405405405407,23.920988131477078,124.47868367346939,20.82611830478343,121.35485,22.517067523269986
45,JAKMIP1,0.08679890192785009,0.47153653682413144,0.17631527472395253,198.77916216216218,19.05047177327938,201.4455918367347,18.976103127213126,205.12008000000003,18.929298452758356
46,KCTD16,0.828417877915667,0.8847867484659472,0.6215691680597797,325.1804054054054,150.51391152359616,329.41713265306123,149.96352713254453,319.09987,142.14450667905916
47,ME2,0.3151477650292485,0.5360122374938943,0.6153158478875231,100.3197027027027,16.63860173417138,98.34228571428571,16.300733471039802,97.18878,15.784841208944735
48,MECP2,9.253563999807464e-19,1.6651682705694646e-21,1.677186593399922e-05,3.313999999999999,8.881784197001252e-16,3.3140000000000005,4.440892098500626e-16,3.314000000000001,8.881784197001252e-16
49,NBEA,0.8828920369675,0.3064134872112441,0.2532663659118456,625.3797027027026,79.33779593027381,640.5716428571428,74.86084205612468,627.7068899999999,82.07807948531631
50,NF1,0.7025603478478265,0.30897633594419804,0.05437534748405809,258.36399999999986,82.22198977915357,273.79994897959176,75.99179735505992,252.4833699999999,78.1567768183482
51,NFATC4,0.5041279734574698,0.670055104586063,0.7575980157058401,89.62072972972975,17.57911545240875,87.88392857142857,22.05300621982483,86.91251999999999,21.948025644909382
52,NPTN,0.26855911575998503,0.5122926501025407,0.4905535828200174,44.81178378378379,21.7597252220021,42.26738775510203,19.18034022842706,40.30065,20.638955931623574
53,OSR1,0.687497441651046,0.5112478960522369,0.7381643569739245,0.3875135135135136,0.08381498982931189,0.39742857142857135,0.07488440070794286,0.3937599999999999,0.07845369589764398
54,PDXP,0.3542773209701823,0.9282486677190926,0.17896784006046432,16.262486486486488,15.319976258928786,16.537989795918367,15.85264041001636,13.61951,14.419748043911865
